source,local_index,parent id,domain,Daya Ilokusi,Jenis Ujaran
ibrohim budi,6172,6985,neutral,assertive,neutral
ibrohim budi,6173,11080,neutral,assertive,neutral
ibrohim budi,6174,9173,neutral,assertive,neutral
ibrohim budi,6175,9509,neutral,assertive,neutral
ibrohim budi,6176,11408,neutral,assertive,neutral
ibrohim budi,6177,3506,neutral,expressive,defamation
ibrohim budi,6178,11926,neutral,assertive,neutral
ibrohim budi,6179,893,ethnicity,expressive,hate speech
ibrohim budi,6180,7411,neutral,directive,neutral
ibrohim budi,6181,792,ethnicity,expressive,hate speech
ibrohim budi,6182,8135,neutral,assertive,neutral
ibrohim budi,6183,12889,neutral,assertive,neutral
ibrohim budi,6184,994,religion,expressive,hate speech
ibrohim budi,6185,3434,neutral,assertive,neutral
ibrohim budi,6186,6162,neutral,assertive,neutral
ibrohim budi,6187,6499,neutral,assertive,neutral
ibrohim budi,6188,6429,religion,expressive,hate speech
ibrohim budi,6189,11890,neutral,expressive,neutral
ibrohim budi,6190,6539,neutral,expressive,defamation
ibrohim budi,6191,6642,neutral,assertive,neutral
ibrohim budi,6192,7972,neutral,directive,neutral
ibrohim budi,6193,904,ethnicity,expressive,hate speech
ibrohim budi,6194,6633,neutral,assertive,neutral
ibrohim budi,6195,12761,neutral,assertive,neutral
ibrohim budi,6196,9365,neutral,assertive,neutral
ibrohim budi,6197,5925,neutral,expressive,defamation
ibrohim budi,6198,11009,neutral,expressive,neutral
ibrohim budi,6199,7823,neutral,assertive,neutral
ibrohim budi,6200,12987,neutral,expressive,defamation
ibrohim budi,6201,9102,neutral,assertive,neutral
ibrohim budi,6202,8374,neutral,assertive,neutral
ibrohim budi,6203,7313,neutral,expressive,neutral
ibrohim budi,6204,10758,neutral,assertive,neutral
ibrohim budi,6205,6839,neutral,expressive,defamation
ibrohim budi,6206,11233,neutral,assertive,neutral
ibrohim budi,6207,11467,neutral,expressive,neutral
ibrohim budi,6208,9692,neutral,assertive,neutral
ibrohim budi,6209,11869,ethnicity,expressive,hate speech
ibrohim budi,6210,4462,neutral,expressive,defamation
ibrohim budi,6211,8705,neutral,expressive,defamation
ibrohim budi,6212,6719,neutral,assertive,neutral
ibrohim budi,6213,1604,neutral,expressive,defamation
ibrohim budi,6214,11062,neutral,assertive,neutral
ibrohim budi,6215,11190,neutral,assertive,neutral
ibrohim budi,6216,2406,neutral,expressive,defamation
ibrohim budi,6217,3676,neutral,directive,neutral
ibrohim budi,6218,6321,religion,assertive,neutral
ibrohim budi,6219,11017,neutral,expressive,neutral
ibrohim budi,6220,11747,ethnicity,assertive,neutral
ibrohim budi,6221,14479,religion,assertive,neutral
ibrohim budi,6222,6007,neutral,assertive,neutral
ibrohim budi,6223,11011,neutral,expressive,defamation
ibrohim budi,6224,7040,neutral,assertive,neutral
ibrohim budi,6225,9305,porn,assertive,immoral
ibrohim budi,6226,10212,neutral,assertive,neutral
ibrohim budi,6227,9304,religion,assertive,neutral
ibrohim budi,6228,10725,neutral,expressive,defamation
ibrohim budi,6229,7719,neutral,expressive,neutral
ibrohim budi,6230,9805,neutral,assertive,neutral
ibrohim budi,6231,8760,religion,expressive,hate speech
ibrohim budi,6232,6174,neutral,assertive,neutral
ibrohim budi,6233,2868,neutral,expressive,defamation
ibrohim budi,6234,12912,neutral,assertive,neutral
ibrohim budi,6235,11735,ethnicity,expressive,hate speech
ibrohim budi,6236,10875,neutral,assertive,neutral
ibrohim budi,6237,12171,neutral,assertive,neutral
ibrohim budi,6238,7752,neutral,assertive,neutral
ibrohim budi,6239,8354,neutral,assertive,neutral
ibrohim budi,6240,6827,neutral,assertive,neutral
ibrohim budi,6241,9834,neutral,expressive,defamation
ibrohim budi,6242,11434,ethnicity,expressive,neutral
ibrohim budi,6243,515,religion,assertive,neutral
ibrohim budi,6244,1527,neutral,assertive,neutral
ibrohim budi,6245,10487,neutral,expressive,defamation
ibrohim budi,6246,8635,neutral,assertive,neutral
ibrohim budi,6247,9652,neutral,directive,neutral
ibrohim budi,6248,7954,neutral,assertive,neutral
ibrohim budi,6249,7367,religion,directive,neutral
ibrohim budi,6250,7396,neutral,assertive,neutral
ibrohim budi,6251,10688,neutral,assertive,neutral
ibrohim budi,6252,312,religion,expressive,hate speech
ibrohim budi,6253,3777,neutral,expressive,defamation
ibrohim budi,6254,3241,neutral,expressive,defamation
ibrohim budi,6255,2957,neutral,assertive,neutral
ibrohim budi,6256,6936,neutral,expressive,defamation
ibrohim budi,6257,5185,neutral,expressive,defamation
ibrohim budi,6258,11258,neutral,assertive,neutral
ibrohim budi,6259,10713,religion,expressive,hate speech
ibrohim budi,6260,7082,religion,assertive,neutral
ibrohim budi,6261,7701,neutral,assertive,neutral
ibrohim budi,6262,7152,religion,expressive,hate speech
ibrohim budi,6263,1796,neutral,assertive,neutral
ibrohim budi,6264,9348,neutral,assertive,neutral
ibrohim budi,6265,5955,neutral,assertive,neutral
ibrohim budi,6266,3612,neutral,directive,neutral
ibrohim budi,6267,4362,neutral,expressive,defamation
ibrohim budi,6268,8508,neutral,assertive,neutral
ibrohim budi,6269,11886,neutral,assertive,neutral
ibrohim budi,6270,8913,neutral,expressive,neutral
ibrohim budi,6271,12532,religion,assertive,neutral
ibrohim budi,6272,12052,religion,assertive,neutral
ibrohim budi,6273,6670,neutral,assertive,neutral
ibrohim budi,6274,8983,porn,assertive,immoral
ibrohim budi,6275,9846,neutral,expressive,neutral
ibrohim budi,6276,7007,neutral,assertive,neutral
ibrohim budi,6277,12074,religion,assertive,neutral
ibrohim budi,6278,10728,neutral,expressive,defamation
ibrohim budi,6279,11446,ethnicity,expressive,neutral
ibrohim budi,6280,10142,neutral,expressive,defamation
ibrohim budi,6281,1161,religion,expressive,hate speech
ibrohim budi,6282,7713,neutral,assertive,neutral
ibrohim budi,6283,7702,neutral,assertive,neutral
ibrohim budi,6284,9068,porn,assertive,immoral
ibrohim budi,6285,8510,neutral,assertive,neutral
ibrohim budi,6286,11589,neutral,expressive,neutral
ibrohim budi,6287,861,ethnicity,directive,hate speech
ibrohim budi,6288,5266,neutral,expressive,defamation
ibrohim budi,6289,11635,religion,expressive,hate speech
ibrohim budi,6290,6800,neutral,assertive,neutral
ibrohim budi,6291,8549,neutral,expressive,defamation
ibrohim budi,6292,12884,neutral,assertive,neutral
ibrohim budi,6293,9809,religion,assertive,neutral
ibrohim budi,6294,14480,neutral,assertive,neutral
ibrohim budi,6295,9749,ethnicity,expressive,neutral
ibrohim budi,6296,12300,neutral,expressive,defamation
ibrohim budi,6297,9578,neutral,assertive,neutral
ibrohim budi,6298,6424,religion,expressive,neutral
ibrohim budi,6299,6813,religion,assertive,neutral
ibrohim budi,6300,641,religion,assertive,neutral
ibrohim budi,6301,10020,religion,expressive,hate speech
ibrohim budi,6302,8984,porn,assertive,immoral
ibrohim budi,6303,833,ethnicity,expressive,hate speech
ibrohim budi,6304,12531,neutral,directive,neutral
ibrohim budi,6305,6137,neutral,assertive,neutral
ibrohim budi,6306,6233,gender,expressive,hate speech
ibrohim budi,6307,8663,neutral,assertive,neutral
ibrohim budi,6308,9151,neutral,expressive,neutral
ibrohim budi,6309,6330,neutral,directive,neutral
ibrohim budi,6310,7418,religion,assertive,neutral
ibrohim budi,6311,9210,neutral,assertive,neutral
ibrohim budi,6312,11641,neutral,assertive,neutral
ibrohim budi,6313,7815,neutral,assertive,neutral
ibrohim budi,6314,8404,neutral,assertive,neutral
ibrohim budi,6315,9713,neutral,assertive,neutral
ibrohim budi,6316,10741,ethnicity,assertive,neutral
ibrohim budi,6317,9639,neutral,assertive,neutral
ibrohim budi,6318,10935,neutral,expressive,defamation
ibrohim budi,6319,9517,neutral,assertive,neutral
ibrohim budi,6320,11344,neutral,assertive,neutral
ibrohim budi,6321,7501,neutral,assertive,neutral
ibrohim budi,6322,3194,neutral,expressive,defamation
ibrohim budi,6323,11120,neutral,assertive,neutral
ibrohim budi,6324,8331,neutral,expressive,defamation
ibrohim budi,6325,14481,neutral,assertive,neutral
ibrohim budi,6326,7216,neutral,assertive,neutral
ibrohim budi,6327,1273,religion,expressive,hate speech
ibrohim budi,6328,11563,neutral,expressive,neutral
ibrohim budi,6329,9144,neutral,assertive,neutral
ibrohim budi,6330,11698,porn,assertive,immoral
ibrohim budi,6331,7733,neutral,assertive,neutral
ibrohim budi,6332,713,religion,expressive,hate speech
ibrohim budi,6333,14482,neutral,assertive,neutral
ibrohim budi,6334,9535,neutral,expressive,neutral
ibrohim budi,6335,8630,neutral,assertive,neutral
ibrohim budi,6336,9776,neutral,assertive,neutral
ibrohim budi,6337,7306,neutral,assertive,neutral
ibrohim budi,6338,11902,religion,assertive,neutral
ibrohim budi,6339,10501,religion,assertive,neutral
ibrohim budi,6340,10652,neutral,assertive,neutral
ibrohim budi,6341,7781,neutral,assertive,neutral
ibrohim budi,6342,9069,neutral,assertive,neutral
ibrohim budi,6343,10405,neutral,assertive,neutral
ibrohim budi,6344,2553,neutral,assertive,neutral
ibrohim budi,6345,8216,neutral,expressive,defamation
ibrohim budi,6346,7679,religion,assertive,neutral
ibrohim budi,6347,4644,neutral,assertive,neutral
ibrohim budi,6348,12576,religion,assertive,neutral
ibrohim budi,6349,11732,religion,expressive,hate speech
ibrohim budi,6350,12685,religion,expressive,hate speech
ibrohim budi,6351,9225,neutral,assertive,neutral
ibrohim budi,6352,12045,neutral,expressive,defamation
ibrohim budi,6353,5141,neutral,expressive,defamation
ibrohim budi,6354,7674,neutral,expressive,neutral
ibrohim budi,6355,9076,neutral,assertive,neutral
ibrohim budi,6356,2174,neutral,assertive,neutral
ibrohim budi,6357,7614,neutral,assertive,neutral
ibrohim budi,6358,7009,religion,assertive,neutral
ibrohim budi,6359,12181,neutral,assertive,neutral
ibrohim budi,6360,8020,religion,expressive,hate speech
ibrohim budi,6361,5474,neutral,expressive,defamation
ibrohim budi,6362,9257,neutral,assertive,neutral
ibrohim budi,6363,8901,neutral,assertive,neutral
ibrohim budi,6364,12664,neutral,expressive,neutral
ibrohim budi,6365,8580,neutral,assertive,neutral
ibrohim budi,6366,12304,neutral,assertive,neutral
ibrohim budi,6367,9924,neutral,expressive,defamation
ibrohim budi,6368,8532,neutral,assertive,neutral
ibrohim budi,6369,863,ethnicity,expressive,hate speech
ibrohim budi,6370,6733,neutral,assertive,neutral
ibrohim budi,6371,9522,neutral,assertive,neutral
ibrohim budi,6372,10506,neutral,assertive,neutral
ibrohim budi,6373,9836,neutral,assertive,neutral
ibrohim budi,6374,12841,neutral,assertive,neutral
ibrohim budi,6375,7254,neutral,assertive,neutral
ibrohim budi,6376,9657,neutral,assertive,neutral
ibrohim budi,6377,8724,religion,assertive,neutral
ibrohim budi,6378,7128,neutral,assertive,neutral
ibrohim budi,6379,5986,neutral,assertive,neutral
ibrohim budi,6380,9671,neutral,assertive,neutral
ibrohim budi,6381,11790,neutral,assertive,neutral
ibrohim budi,6382,10971,religion,assertive,neutral
ibrohim budi,6383,8868,neutral,assertive,neutral
ibrohim budi,6384,12326,neutral,assertive,neutral
ibrohim budi,6385,8287,neutral,expressive,defamation
ibrohim budi,6386,6420,religion,expressive,hate speech
ibrohim budi,6387,6523,religion,directive,neutral
ibrohim budi,6388,8854,porn,assertive,immoral
ibrohim budi,6389,8286,neutral,assertive,neutral
ibrohim budi,6390,4458,neutral,assertive,neutral
ibrohim budi,6391,2033,neutral,assertive,neutral
ibrohim budi,6392,7508,religion,assertive,neutral
ibrohim budi,6393,12933,neutral,assertive,neutral
ibrohim budi,6394,12940,neutral,assertive,neutral
ibrohim budi,6395,6979,neutral,assertive,neutral
ibrohim budi,6396,10909,neutral,assertive,neutral
ibrohim budi,6397,10085,neutral,assertive,neutral
ibrohim budi,6398,6474,neutral,assertive,neutral
ibrohim budi,6399,7380,neutral,expressive,defamation
ibrohim budi,6400,79,religion,expressive,hate speech
ibrohim budi,6401,9720,neutral,assertive,neutral
ibrohim budi,6402,6625,neutral,assertive,neutral
ibrohim budi,6403,7335,neutral,directive,neutral
ibrohim budi,6404,2797,neutral,assertive,neutral
ibrohim budi,6405,12199,religion,assertive,neutral
ibrohim budi,6406,9341,religion,assertive,neutral
ibrohim budi,6407,9505,neutral,assertive,neutral
ibrohim budi,6408,6860,neutral,assertive,neutral
ibrohim budi,6409,10791,neutral,assertive,neutral
ibrohim budi,6410,7461,neutral,assertive,neutral
ibrohim budi,6411,8365,neutral,assertive,neutral
ibrohim budi,6412,6364,neutral,assertive,neutral
ibrohim budi,6413,6906,religion,expressive,hate speech
ibrohim budi,6414,7908,neutral,assertive,neutral
ibrohim budi,6415,6421,religion,expressive,hate speech
ibrohim budi,6416,7570,neutral,assertive,neutral
ibrohim budi,6417,12802,religion,assertive,neutral
ibrohim budi,6418,10695,ethnicity,expressive,hate speech
ibrohim budi,6419,3840,neutral,directive,neutral
ibrohim budi,6420,1650,neutral,expressive,defamation
ibrohim budi,6421,9595,religion,assertive,neutral
ibrohim budi,6422,2667,religion,expressive,hate speech
ibrohim budi,6423,10932,neutral,expressive,neutral
ibrohim budi,6424,6550,neutral,expressive,neutral
ibrohim budi,6425,11670,neutral,assertive,neutral
ibrohim budi,6426,10005,religion,assertive,neutral
ibrohim budi,6427,10998,neutral,assertive,neutral
ibrohim budi,6428,9169,neutral,assertive,neutral
ibrohim budi,6429,11297,religion,assertive,neutral
ibrohim budi,6430,3895,neutral,expressive,defamation
ibrohim budi,6431,11948,neutral,expressive,defamation
ibrohim budi,6432,8734,neutral,assertive,neutral
ibrohim budi,6433,10105,neutral,expressive,defamation
ibrohim budi,6434,14483,religion,directive,neutral
ibrohim budi,6435,12184,neutral,expressive,neutral
ibrohim budi,6436,7847,neutral,assertive,neutral
ibrohim budi,6437,6769,neutral,expressive,neutral
ibrohim budi,6438,12910,neutral,assertive,neutral
ibrohim budi,6439,6413,neutral,assertive,neutral
ibrohim budi,6440,11346,neutral,assertive,neutral
ibrohim budi,6441,10985,neutral,expressive,neutral
ibrohim budi,6442,10844,neutral,assertive,neutral
ibrohim budi,6443,7860,neutral,assertive,neutral
ibrohim budi,6444,10093,neutral,directive,neutral
ibrohim budi,6445,7331,neutral,assertive,neutral
ibrohim budi,6446,6074,neutral,assertive,neutral
ibrohim budi,6447,8794,neutral,assertive,neutral
ibrohim budi,6448,6336,religion,expressive,hate speech
ibrohim budi,6449,7857,neutral,assertive,neutral
ibrohim budi,6450,8840,neutral,expressive,defamation
ibrohim budi,6451,8268,neutral,assertive,neutral
ibrohim budi,6452,3646,neutral,assertive,neutral
ibrohim budi,6453,10606,neutral,assertive,neutral
ibrohim budi,6454,8965,porn,assertive,immoral
ibrohim budi,6455,9775,neutral,assertive,neutral
ibrohim budi,6456,12410,neutral,assertive,neutral
ibrohim budi,6457,11778,neutral,expressive,neutral
ibrohim budi,6458,10282,neutral,assertive,neutral
ibrohim budi,6459,8533,neutral,assertive,neutral
ibrohim budi,6460,6002,neutral,assertive,neutral
ibrohim budi,6461,10181,neutral,expressive,defamation
ibrohim budi,6462,10412,neutral,expressive,defamation
ibrohim budi,6463,9335,neutral,assertive,neutral
ibrohim budi,6464,12385,neutral,expressive,defamation
ibrohim budi,6465,5285,neutral,expressive,defamation
ibrohim budi,6466,6373,neutral,assertive,neutral
ibrohim budi,6467,12942,neutral,assertive,neutral
ibrohim budi,6468,8368,neutral,assertive,neutral
ibrohim budi,6469,11054,neutral,expressive,neutral
ibrohim budi,6470,12966,religion,assertive,neutral
ibrohim budi,6471,3584,neutral,assertive,neutral
ibrohim budi,6472,3979,neutral,expressive,defamation
ibrohim budi,6473,1687,neutral,assertive,neutral
ibrohim budi,6474,6280,neutral,assertive,neutral
ibrohim budi,6475,5971,neutral,assertive,neutral
ibrohim budi,6476,11755,religion,assertive,neutral
ibrohim budi,6477,10634,ethnicity,assertive,neutral
ibrohim budi,6478,9603,neutral,assertive,neutral
ibrohim budi,6479,7379,neutral,assertive,neutral
ibrohim budi,6480,9659,neutral,directive,neutral
ibrohim budi,6481,10507,neutral,assertive,neutral
ibrohim budi,6482,7571,neutral,assertive,neutral
ibrohim budi,6483,10779,neutral,assertive,neutral
ibrohim budi,6484,11256,religion,assertive,neutral
ibrohim budi,6485,7983,ethnicity,assertive,neutral
ibrohim budi,6486,5622,neutral,assertive,neutral
ibrohim budi,6487,9361,neutral,assertive,neutral
ibrohim budi,6488,5390,neutral,assertive,neutral
ibrohim budi,6489,11625,neutral,directive,neutral
ibrohim budi,6490,10662,religion,expressive,hate speech
ibrohim budi,6491,869,ethnicity,expressive,hate speech
ibrohim budi,6492,11862,religion,assertive,neutral
ibrohim budi,6493,12733,neutral,assertive,neutral
ibrohim budi,6494,3972,neutral,expressive,defamation
ibrohim budi,6495,10807,neutral,assertive,neutral
ibrohim budi,6496,7459,neutral,assertive,neutral
ibrohim budi,6497,7145,religion,assertive,neutral
ibrohim budi,6498,9767,ethnicity,assertive,neutral
ibrohim budi,6499,2543,neutral,expressive,defamation
ibrohim budi,6500,10350,neutral,assertive,neutral
ibrohim budi,6501,12465,neutral,expressive,defamation
ibrohim budi,6502,10493,ethnicity,assertive,neutral
ibrohim budi,6503,9687,porn,assertive,immoral
ibrohim budi,6504,9716,neutral,assertive,neutral
ibrohim budi,6505,8147,neutral,assertive,neutral
ibrohim budi,6506,10029,neutral,expressive,defamation
ibrohim budi,6507,1454,neutral,expressive,defamation
ibrohim budi,6508,12356,neutral,directive,neutral
ibrohim budi,6509,227,religion,directive,hate speech
ibrohim budi,6510,6648,neutral,assertive,neutral
ibrohim budi,6511,10477,religion,expressive,hate speech
ibrohim budi,6512,7071,neutral,assertive,neutral
ibrohim budi,6513,6194,neutral,assertive,neutral
ibrohim budi,6514,9635,religion,assertive,neutral
ibrohim budi,6515,10406,neutral,expressive,defamation
ibrohim budi,6516,6032,neutral,assertive,neutral
ibrohim budi,6517,10835,neutral,assertive,neutral
ibrohim budi,6518,11874,neutral,assertive,neutral
ibrohim budi,6519,9620,neutral,assertive,neutral
ibrohim budi,6520,6652,neutral,assertive,neutral
ibrohim budi,6521,8509,neutral,assertive,neutral
ibrohim budi,6522,9395,neutral,directive,neutral
ibrohim budi,6523,7755,neutral,assertive,neutral
ibrohim budi,6524,10785,religion,assertive,neutral
ibrohim budi,6525,9797,neutral,assertive,neutral
ibrohim budi,6526,10360,religion,expressive,hate speech
ibrohim budi,6527,6394,neutral,assertive,neutral
ibrohim budi,6528,11018,neutral,expressive,defamation
ibrohim budi,6529,8128,porn,assertive,immoral
ibrohim budi,6530,1918,neutral,assertive,neutral
ibrohim budi,6531,7953,religion,assertive,neutral
ibrohim budi,6532,7432,neutral,assertive,neutral
ibrohim budi,6533,6368,neutral,assertive,neutral
ibrohim budi,6534,8889,neutral,expressive,neutral
ibrohim budi,6535,12575,neutral,assertive,neutral
ibrohim budi,6536,11405,neutral,assertive,neutral
ibrohim budi,6537,6723,neutral,assertive,neutral
ibrohim budi,6538,9452,neutral,assertive,neutral
ibrohim budi,6539,11131,ethnicity,assertive,neutral
ibrohim budi,6540,8078,neutral,assertive,neutral
ibrohim budi,6541,7310,neutral,assertive,neutral
ibrohim budi,6542,12226,neutral,expressive,defamation
ibrohim budi,6543,1298,religion,expressive,hate speech
ibrohim budi,6544,8982,neutral,assertive,neutral
ibrohim budi,6545,12714,neutral,assertive,neutral
ibrohim budi,6546,11292,neutral,assertive,neutral
ibrohim budi,6547,11251,neutral,assertive,neutral
ibrohim budi,6548,8719,neutral,directive,neutral
ibrohim budi,6549,8783,neutral,assertive,neutral
ibrohim budi,6550,7068,neutral,assertive,neutral
ibrohim budi,6551,11871,religion,assertive,neutral
ibrohim budi,6552,10578,porn,assertive,immoral
ibrohim budi,6553,12508,neutral,expressive,defamation
ibrohim budi,6554,14484,neutral,directive,neutral
ibrohim budi,6555,1303,religion,expressive,hate speech
ibrohim budi,6556,5997,neutral,assertive,neutral
ibrohim budi,6557,12058,neutral,expressive,defamation
ibrohim budi,6558,7616,neutral,directive,neutral
ibrohim budi,6559,4688,neutral,expressive,defamation
ibrohim budi,6560,7976,gender,assertive,neutral
ibrohim budi,6561,10840,neutral,expressive,neutral
ibrohim budi,6562,5522,neutral,assertive,neutral
ibrohim budi,6563,7754,neutral,assertive,neutral
ibrohim budi,6564,12866,neutral,directive,neutral
ibrohim budi,6565,14485,neutral,directive,neutral
ibrohim budi,6566,12495,neutral,expressive,defamation
ibrohim budi,6567,9260,neutral,assertive,neutral
ibrohim budi,6568,12698,neutral,assertive,neutral
ibrohim budi,6569,10908,neutral,assertive,neutral
ibrohim budi,6570,8052,neutral,assertive,neutral
ibrohim budi,6571,9426,neutral,assertive,neutral
ibrohim budi,6572,10638,neutral,expressive,neutral
ibrohim budi,6573,9908,neutral,assertive,neutral
ibrohim budi,6574,6047,neutral,assertive,neutral
ibrohim budi,6575,11828,neutral,assertive,neutral
ibrohim budi,6576,8863,porn,assertive,immoral
ibrohim budi,6577,11350,neutral,assertive,neutral
ibrohim budi,6578,7883,neutral,directive,neutral
ibrohim budi,6579,4626,neutral,expressive,defamation
ibrohim budi,6580,9709,porn,assertive,immoral
ibrohim budi,6581,10485,neutral,assertive,neutral
ibrohim budi,6582,10816,gender,assertive,neutral
ibrohim budi,6583,9139,neutral,assertive,neutral
ibrohim budi,6584,11114,religion,directive,neutral
ibrohim budi,6585,7731,religion,assertive,neutral
ibrohim budi,6586,10246,neutral,assertive,neutral
ibrohim budi,6587,10233,neutral,assertive,neutral
ibrohim budi,6588,12971,porn,assertive,immoral
ibrohim budi,6589,11942,porn,expressive,immoral
ibrohim budi,6590,9844,neutral,assertive,neutral
ibrohim budi,6591,5951,neutral,directive,neutral
ibrohim budi,6592,6872,neutral,expressive,neutral
ibrohim budi,6593,7905,neutral,assertive,neutral
ibrohim budi,6594,9041,neutral,expressive,defamation
ibrohim budi,6595,12956,neutral,expressive,defamation
ibrohim budi,6596,1583,neutral,expressive,defamation
ibrohim budi,6597,6826,neutral,assertive,neutral
ibrohim budi,6598,8302,neutral,expressive,neutral
ibrohim budi,6599,12198,religion,assertive,neutral
ibrohim budi,6600,7758,neutral,expressive,neutral
ibrohim budi,6601,8620,neutral,assertive,neutral
ibrohim budi,6602,9079,neutral,assertive,neutral
ibrohim budi,6603,9773,neutral,expressive,neutral
ibrohim budi,6604,14486,religion,expressive,neutral
ibrohim budi,6605,7375,neutral,assertive,neutral
ibrohim budi,6606,11704,neutral,assertive,neutral
ibrohim budi,6607,708,religion,expressive,hate speech
ibrohim budi,6608,7273,neutral,assertive,neutral
ibrohim budi,6609,3349,neutral,assertive,neutral
ibrohim budi,6610,11951,neutral,expressive,defamation
ibrohim budi,6611,7664,neutral,assertive,neutral
ibrohim budi,6612,12592,neutral,assertive,neutral
ibrohim budi,6613,6685,neutral,expressive,neutral
ibrohim budi,6614,7841,neutral,assertive,neutral
ibrohim budi,6615,12047,neutral,assertive,neutral
ibrohim budi,6616,10557,neutral,assertive,neutral
ibrohim budi,6617,10423,neutral,expressive,defamation
ibrohim budi,6618,9095,neutral,directive,neutral
ibrohim budi,6619,7726,neutral,expressive,neutral
ibrohim budi,6620,5987,neutral,assertive,neutral
ibrohim budi,6621,8199,porn,assertive,immoral
ibrohim budi,6622,3033,neutral,expressive,defamation
ibrohim budi,6623,10823,neutral,directive,neutral
ibrohim budi,6624,11316,neutral,assertive,neutral
ibrohim budi,6625,14487,neutral,assertive,neutral
ibrohim budi,6626,10339,neutral,expressive,neutral
ibrohim budi,6627,9560,neutral,assertive,neutral
ibrohim budi,6628,8183,neutral,assertive,neutral
ibrohim budi,6629,10409,neutral,assertive,neutral
ibrohim budi,6630,9558,neutral,assertive,neutral
ibrohim budi,6631,10527,neutral,assertive,neutral
ibrohim budi,6632,7437,neutral,assertive,neutral
ibrohim budi,6633,11692,neutral,assertive,neutral
ibrohim budi,6634,859,ethnicity,expressive,hate speech
ibrohim budi,6635,11132,neutral,expressive,neutral
ibrohim budi,6636,2885,religion,expressive,hate speech
ibrohim budi,6637,6943,religion,assertive,neutral
ibrohim budi,6638,14488,neutral,expressive,neutral
ibrohim budi,6639,9329,neutral,expressive,neutral
ibrohim budi,6640,14798,neutral,assertive,neutral
ibrohim budi,6641,7892,neutral,assertive,neutral
ibrohim budi,6642,14489,neutral,expressive,neutral
ibrohim budi,6643,7734,neutral,assertive,neutral
ibrohim budi,6644,8179,neutral,assertive,neutral
ibrohim budi,6645,11389,neutral,assertive,neutral
ibrohim budi,6646,12001,ethnicity,expressive,neutral
ibrohim budi,6647,6763,neutral,assertive,neutral
ibrohim budi,6648,12713,neutral,assertive,neutral
ibrohim budi,6649,7286,neutral,assertive,neutral
ibrohim budi,6650,7407,neutral,assertive,neutral
ibrohim budi,6651,6602,neutral,assertive,neutral
ibrohim budi,6652,10420,neutral,expressive,neutral
ibrohim budi,6653,7623,neutral,expressive,defamation
ibrohim budi,6654,14490,neutral,assertive,neutral
ibrohim budi,6655,9316,neutral,assertive,neutral
ibrohim budi,6656,8810,neutral,assertive,neutral
ibrohim budi,6657,6426,neutral,assertive,neutral
ibrohim budi,6658,7564,neutral,assertive,neutral
ibrohim budi,6659,9100,neutral,expressive,defamation
ibrohim budi,6660,12150,neutral,expressive,defamation
ibrohim budi,6661,884,ethnicity,directive,hate speech
ibrohim budi,6662,7535,neutral,assertive,neutral
ibrohim budi,6663,9909,neutral,expressive,defamation
ibrohim budi,6664,6644,neutral,assertive,neutral
ibrohim budi,6665,759,religion,assertive,neutral
ibrohim budi,6666,9810,neutral,assertive,neutral
ibrohim budi,6667,10290,neutral,expressive,defamation
ibrohim budi,6668,12598,neutral,assertive,neutral
ibrohim budi,6669,7920,neutral,assertive,neutral
ibrohim budi,6670,10710,neutral,expressive,neutral
ibrohim budi,6671,3986,neutral,expressive,defamation
ibrohim budi,6672,9010,neutral,assertive,neutral
ibrohim budi,6673,10018,neutral,expressive,neutral
ibrohim budi,6674,12632,neutral,assertive,neutral
ibrohim budi,6675,6987,neutral,assertive,neutral
ibrohim budi,6676,6959,neutral,assertive,neutral
ibrohim budi,6677,9418,neutral,expressive,neutral
ibrohim budi,6678,9433,religion,assertive,neutral
ibrohim budi,6679,8872,porn,assertive,immoral
ibrohim budi,6680,7507,neutral,assertive,neutral
ibrohim budi,6681,12293,neutral,expressive,defamation
ibrohim budi,6682,11143,neutral,assertive,neutral
ibrohim budi,6683,6473,neutral,assertive,neutral
ibrohim budi,6684,11553,neutral,assertive,neutral
ibrohim budi,6685,14491,religion,directive,neutral
ibrohim budi,6686,9207,neutral,assertive,neutral
ibrohim budi,6687,11014,neutral,assertive,neutral
ibrohim budi,6688,7687,neutral,assertive,neutral
ibrohim budi,6689,2734,neutral,expressive,defamation
ibrohim budi,6690,8320,neutral,expressive,neutral
ibrohim budi,6691,6040,neutral,assertive,neutral
ibrohim budi,6692,12053,neutral,expressive,neutral
ibrohim budi,6693,10025,neutral,assertive,neutral
ibrohim budi,6694,11946,neutral,expressive,neutral
ibrohim budi,6695,4777,neutral,expressive,defamation
ibrohim budi,6696,8346,neutral,assertive,neutral
ibrohim budi,6697,11402,neutral,assertive,neutral
ibrohim budi,6698,10237,neutral,assertive,neutral
ibrohim budi,6699,10574,neutral,assertive,neutral
ibrohim budi,6700,9521,neutral,assertive,neutral
ibrohim budi,6701,11654,neutral,expressive,defamation
ibrohim budi,6702,10597,neutral,assertive,neutral
ibrohim budi,6703,11329,neutral,expressive,neutral
ibrohim budi,6704,10567,neutral,assertive,neutral
ibrohim budi,6705,12994,neutral,assertive,neutral
ibrohim budi,6706,4074,neutral,expressive,defamation
ibrohim budi,6707,7204,neutral,directive,neutral
ibrohim budi,6708,10746,neutral,assertive,neutral
ibrohim budi,6709,10260,religion,assertive,neutral
ibrohim budi,6710,12496,neutral,assertive,neutral
